draw_id,date,numbers,superbalota,jackpot,game
43,2021-09-25,"[6, 7, 23, 36, 43]",10,,Revancha
44,2021-09-29,"[4, 9, 13, 18, 25]",9,,Revancha
45,2021-10-02,"[19, 30, 38, 39, 41]",1,,Revancha
46,2021-10-06,"[10, 20, 25, 30, 36]",16,,Revancha
47,2021-10-09,"[4, 8, 12, 27, 41]",6,,Revancha
48,2021-10-13,"[2, 10, 15, 22, 25]",6,,Revancha
49,2021-10-16,"[6, 10, 25, 26, 27]",6,,Revancha
50,2021-10-20,"[13, 14, 18, 21, 39]",13,,Revancha
51,2021-10-23,"[1, 2, 18, 19, 23]",7,,Revancha
52,2021-10-27,"[6, 9, 16, 17, 26]",6,,Revancha
53,2021-10-30,"[12, 19, 31, 42, 43]",2,,Revancha
54,2021-11-03,"[4, 12, 35, 39, 43]",14,,Revancha
55,2021-11-06,"[3, 19, 26, 32, 43]",11,,Revancha
56,2021-11-10,"[5, 7, 23, 34, 43]",11,,Revancha
57,2021-11-13,"[11, 12, 28, 29, 32]",13,,Revancha
58,2021-11-17,"[1, 11, 22, 32, 33]",12,,Revancha
59,2021-11-20,"[1, 4, 12, 13, 33]",13,,Revancha
60,2021-11-24,"[4, 7, 19, 33, 39]",8,,Revancha
61,2021-11-27,"[6, 20, 24, 30, 40]",16,,Revancha
62,2021-12-01,"[9, 11, 15, 20, 35]",2,,Revancha
63,2021-12-04,"[25, 27, 31, 42, 43]",14,,Revancha
64,2021-12-08,"[9, 25, 33, 35, 40]",7,,Revancha
65,2021-12-11,"[9, 16, 19, 29, 39]",1,,Revancha
66,2021-12-15,"[7, 25, 34, 42, 43]",2,,Revancha
67,2021-12-18,"[3, 16, 22, 26, 40]",12,,Revancha
68,2021-12-22,"[5, 20, 35, 38, 43]",2,,Revancha
69,2021-12-25,"[14, 15, 26, 28, 40]",14,,Revancha
70,2021-12-29,"[16, 17, 24, 26, 28]",4,,Revancha
71,2022-01-01,"[2, 8, 21, 38, 43]",7,,Revancha
72,2022-01-05,"[20, 21, 38, 40, 43]",5,,Revancha
73,2022-01-08,"[9, 16, 18, 21, 27]",5,,Revancha
74,2022-01-12,"[2, 12, 17, 30, 32]",1,,Revancha
75,2022-01-15,"[1, 5, 9, 21, 24]",10,,Revancha
76,2022-01-19,"[22, 24, 34, 38, 43]",6,,Revancha
77,2022-01-22,"[12, 14, 35, 38, 40]",1,,Revancha
78,2022-01-26,"[22, 24, 31, 33, 34]",13,,Revancha
79,2022-01-29,"[18, 24, 29, 40, 41]",5,,Revancha
80,2022-02-02,"[3, 14, 15, 19, 31]",7,,Revancha
81,2022-02-05,"[2, 11, 12, 24, 43]",12,,Revancha
82,2022-02-09,"[2, 3, 8, 15, 33]",6,,Revancha
83,2022-02-12,"[1, 12, 13, 33, 36]",3,,Revancha
84,2022-02-16,"[5, 8, 9, 21, 42]",8,,Revancha
85,2022-02-19,"[7, 17, 33, 35, 41]",9,,Revancha
86,2022-02-23,"[17, 20, 23, 32, 40]",2,,Revancha
87,2022-02-26,"[29, 32, 33, 39, 43]",1,,Revancha
88,2022-03-02,"[3, 4, 9, 19, 26]",15,,Revancha
89,2022-03-05,"[5, 12, 18, 21, 22]",2,,Revancha
90,2022-03-09,"[7, 9, 21, 32, 35]",7,,Revancha
91,2022-03-12,"[2, 3, 7, 24, 34]",3,,Revancha
92,2022-03-16,"[2, 13, 16, 34, 38]",16,,Revancha
93,2022-03-19,"[23, 28, 31, 33, 38]",4,,Revancha
94,2022-03-23,"[16, 18, 28, 30, 34]",1,,Revancha
95,2022-03-26,"[5, 19, 24, 34, 39]",13,,Revancha
96,2022-03-30,"[22, 29, 30, 33, 40]",3,,Revancha
97,2022-04-02,"[13, 28, 33, 37, 43]",14,,Revancha
98,2022-04-06,"[4, 14, 28, 32, 35]",15,,Revancha
99,2022-04-09,"[1, 15, 27, 30, 43]",3,,Revancha
100,2022-04-13,"[7, 10, 13, 28, 31]",2,,Revancha
101,2022-04-16,"[13, 14, 27, 28, 39]",13,,Revancha
102,2022-04-20,"[5, 12, 18, 32, 36]",12,,Revancha
103,2022-04-23,"[3, 23, 29, 30, 38]",3,,Revancha
104,2022-04-27,"[6, 7, 15, 17, 31]",12,,Revancha
105,2022-04-30,"[12, 19, 24, 34, 35]",10,,Revancha
106,2022-05-04,"[3, 10, 11, 19, 41]",15,,Revancha
107,2022-05-07,"[2, 6, 11, 19, 22]",16,,Revancha
108,2022-05-11,"[5, 11, 22, 23, 24]",15,,Revancha
109,2022-05-14,"[4, 12, 14, 28, 38]",10,,Revancha
110,2022-05-18,"[22, 23, 28, 32, 38]",5,,Revancha
111,2022-05-21,"[23, 26, 27, 31, 42]",4,,Revancha
112,2022-05-25,"[1, 8, 21, 28, 36]",5,,Revancha
113,2022-05-28,"[6, 29, 33, 40, 42]",12,,Revancha
114,2022-06-01,"[10, 17, 18, 25, 28]",16,,Revancha
115,2022-06-04,"[3, 7, 10, 26, 31]",8,,Revancha
116,2022-06-08,"[12, 22, 28, 42, 43]",9,,Revancha
117,2022-06-11,"[1, 6, 16, 31, 37]",13,,Revancha
118,2022-06-15,"[14, 16, 27, 34, 41]",14,,Revancha
119,2022-06-18,"[3, 7, 15, 19, 43]",1,,Revancha
120,2022-06-22,"[5, 14, 20, 30, 31]",8,,Revancha
121,2022-06-25,"[2, 10, 15, 22, 25]",3,,Revancha
122,2022-06-29,"[8, 11, 12, 29, 41]",14,,Revancha
123,2022-07-02,"[2, 9, 16, 31, 34]",5,,Revancha
124,2022-07-06,"[22, 31, 35, 40, 42]",2,,Revancha
125,2022-07-09,"[4, 15, 27, 30, 35]",7,,Revancha
126,2022-07-13,"[6, 12, 13, 15, 38]",16,,Revancha
127,2022-07-16,"[3, 4, 6, 18, 36]",15,,Revancha
128,2022-07-20,"[7, 8, 13, 18, 37]",12,,Revancha
129,2022-07-23,"[20, 30, 31, 33, 39]",10,,Revancha
130,2022-07-27,"[7, 9, 10, 11, 29]",13,,Revancha
131,2022-07-30,"[16, 17, 22, 26, 36]",15,,Revancha
132,2022-08-03,"[6, 28, 33, 34, 38]",12,,Revancha
133,2022-08-06,"[4, 8, 17, 39, 40]",14,,Revancha
134,2022-08-10,"[13, 14, 15, 33, 40]",16,,Revancha
135,2022-08-13,"[1, 8, 10, 22, 25]",4,,Revancha
136,2022-08-17,"[3, 7, 20, 31, 35]",7,,Revancha
137,2022-08-20,"[1, 6, 34, 37, 39]",4,,Revancha
138,2022-08-24,"[2, 6, 24, 32, 40]",5,,Revancha
139,2022-08-27,"[1, 26, 27, 35, 43]",11,,Revancha
140,2022-08-31,"[4, 12, 17, 19, 42]",14,,Revancha
141,2022-09-03,"[4, 9, 26, 33, 41]",3,,Revancha
142,2022-09-07,"[1, 12, 15, 22, 33]",16,,Revancha
143,2022-09-10,"[12, 18, 32, 34, 43]",4,,Revancha
144,2022-09-14,"[6, 8, 20, 34, 41]",8,,Revancha
145,2022-09-17,"[9, 10, 18, 29, 32]",4,,Revancha
146,2022-09-21,"[3, 6, 7, 26, 42]",11,,Revancha
147,2022-09-24,"[11, 16, 32, 34, 37]",5,,Revancha
148,2022-09-28,"[6, 17, 36, 37, 38]",11,,Revancha
149,2022-10-01,"[3, 5, 15, 22, 42]",2,,Revancha
150,2022-10-05,"[5, 16, 23, 34, 43]",16,,Revancha
151,2022-10-08,"[10, 17, 31, 36, 41]",14,,Revancha
152,2022-10-12,"[12, 24, 33, 34, 36]",3,,Revancha
153,2022-10-15,"[3, 14, 35, 36, 37]",8,,Revancha
154,2022-10-19,"[1, 7, 20, 36, 39]",14,,Revancha
155,2022-10-22,"[2, 5, 14, 30, 36]",12,,Revancha
156,2022-10-26,"[18, 32, 33, 40, 41]",10,,Revancha
157,2022-10-29,"[5, 9, 11, 20, 30]",4,,Revancha
158,2022-11-02,"[5, 15, 19, 33, 43]",8,,Revancha
159,2022-11-05,"[1, 8, 17, 20, 30]",9,,Revancha
160,2022-11-09,"[2, 7, 12, 26, 43]",4,,Revancha
161,2022-11-12,"[6, 21, 26, 39, 41]",15,,Revancha
162,2022-11-16,"[5, 9, 16, 25, 26]",10,,Revancha
163,2022-11-19,"[4, 24, 25, 26, 43]",3,,Revancha
164,2022-11-23,"[6, 11, 18, 28, 43]",4,,Revancha
165,2022-11-26,"[8, 20, 21, 29, 38]",11,,Revancha
166,2022-11-30,"[6, 12, 15, 16, 35]",3,,Revancha
167,2022-12-03,"[5, 11, 12, 13, 34]",3,,Revancha
168,2022-12-07,"[5, 17, 21, 24, 28]",10,,Revancha
169,2022-12-10,"[4, 7, 21, 22, 36]",10,,Revancha
170,2022-12-14,"[14, 18, 24, 36, 42]",2,,Revancha
171,2022-12-17,"[21, 26, 34, 37, 42]",16,,Revancha
172,2022-12-21,"[31, 33, 37, 40, 41]",16,,Revancha
173,2022-12-24,"[16, 26, 27, 36, 42]",11,,Revancha
174,2022-12-28,"[1, 4, 9, 23, 24]",13,,Revancha
175,2022-12-31,"[14, 25, 32, 33, 39]",12,,Revancha
176,2023-01-04,"[1, 12, 14, 32, 33]",8,,Revancha
177,2023-01-07,"[11, 17, 33, 34, 40]",9,,Revancha
178,2023-01-11,"[17, 21, 22, 27, 29]",9,,Revancha
179,2023-01-14,"[4, 8, 21, 36, 43]",8,,Revancha
180,2023-01-18,"[8, 9, 33, 35, 42]",13,,Revancha
181,2023-01-21,"[6, 11, 13, 16, 42]",12,,Revancha
182,2023-01-25,"[17, 20, 26, 33, 38]",1,,Revancha
183,2023-01-28,"[8, 18, 27, 40, 42]",8,,Revancha
184,2023-02-01,"[8, 12, 23, 37, 38]",16,,Revancha
185,2023-02-04,"[5, 6, 18, 26, 42]",9,,Revancha
186,2023-02-08,"[9, 21, 23, 28, 38]",12,,Revancha
187,2023-02-11,"[7, 20, 25, 26, 30]",11,,Revancha
188,2023-02-15,"[1, 19, 35, 36, 39]",8,,Revancha
189,2023-02-18,"[5, 7, 10, 13, 31]",14,,Revancha
190,2023-02-22,"[10, 16, 26, 32, 35]",14,,Revancha
191,2023-02-25,"[20, 26, 29, 37, 38]",12,,Revancha
192,2023-03-01,"[1, 12, 38, 39, 41]",16,,Revancha
193,2023-03-04,"[1, 5, 11, 28, 31]",15,,Revancha
194,2023-03-08,"[23, 30, 36, 37, 40]",11,,Revancha
195,2023-03-11,"[3, 7, 24, 33, 40]",14,,Revancha
196,2023-03-15,"[3, 7, 16, 33, 34]",3,,Revancha
197,2023-03-18,"[1, 5, 9, 19, 31]",13,,Revancha
198,2023-03-22,"[2, 20, 23, 27, 37]",8,,Revancha
199,2023-03-25,"[7, 8, 16, 19, 30]",5,,Revancha
200,2023-03-29,"[14, 16, 24, 29, 30]",3,,Revancha
201,2023-04-01,"[20, 24, 27, 33, 40]",12,,Revancha
202,2023-04-05,"[4, 5, 18, 22, 29]",2,,Revancha
203,2023-04-08,"[10, 27, 32, 40, 42]",14,,Revancha
204,2023-04-12,"[4, 17, 19, 23, 32]",9,,Revancha
205,2023-04-15,"[5, 26, 33, 37, 43]",4,,Revancha
206,2023-04-19,"[3, 13, 21, 37, 43]",13,,Revancha
207,2023-04-22,"[3, 12, 15, 28, 40]",1,,Revancha
208,2023-04-26,"[2, 16, 25, 35, 39]",11,,Revancha
209,2023-04-29,"[3, 14, 19, 34, 39]",12,,Revancha
210,2023-05-03,"[1, 3, 24, 30, 38]",10,,Revancha
211,2023-05-06,"[4, 10, 17, 23, 32]",2,,Revancha
212,2023-05-10,"[5, 18, 31, 33, 35]",10,,Revancha
213,2023-05-13,"[18, 30, 33, 34, 37]",8,,Revancha
214,2023-05-17,"[1, 3, 11, 26, 36]",2,,Revancha
215,2023-05-20,"[3, 7, 20, 25, 33]",1,,Revancha
216,2023-05-24,"[5, 13, 16, 32, 35]",4,,Revancha
217,2023-05-27,"[5, 8, 9, 24, 41]",7,,Revancha
218,2023-05-31,"[3, 6, 13, 16, 25]",4,,Revancha
219,2023-06-03,"[4, 8, 12, 20, 30]",16,,Revancha
220,2023-06-07,"[11, 29, 36, 39, 43]",13,,Revancha
221,2023-06-10,"[12, 26, 36, 40, 42]",12,,Revancha
222,2023-06-14,"[26, 28, 31, 34, 41]",14,,Revancha
223,2023-06-17,"[2, 3, 13, 20, 30]",3,,Revancha
224,2023-06-21,"[5, 7, 12, 29, 37]",9,,Revancha
225,2023-06-24,"[4, 19, 23, 30, 42]",1,,Revancha
226,2023-06-28,"[5, 10, 25, 27, 43]",12,,Revancha
227,2023-07-01,"[4, 12, 19, 34, 38]",13,,Revancha
228,2023-07-05,"[15, 18, 21, 31, 41]",12,,Revancha
229,2023-07-08,"[16, 17, 28, 30, 38]",6,,Revancha
230,2023-07-12,"[27, 36, 39, 42, 43]",11,,Revancha
231,2023-07-15,"[15, 16, 25, 36, 41]",2,,Revancha
232,2023-07-19,"[3, 21, 23, 32, 33]",9,,Revancha
233,2023-07-22,"[2, 4, 24, 31, 40]",15,,Revancha
234,2023-07-26,"[6, 20, 27, 29, 43]",9,,Revancha
235,2023-07-29,"[14, 20, 25, 29, 30]",9,,Revancha
236,2023-08-02,"[19, 24, 26, 36, 37]",5,,Revancha
237,2023-08-05,"[6, 18, 27, 40, 42]",7,,Revancha
238,2023-08-09,"[2, 16, 20, 31, 33]",4,,Revancha
239,2023-08-12,"[13, 18, 26, 37, 39]",1,,Revancha
240,2023-08-16,"[13, 17, 27, 28, 42]",3,,Revancha
241,2023-08-19,"[2, 3, 4, 5, 20]",3,,Revancha
242,2023-08-23,"[8, 10, 16, 19, 37]",12,,Revancha
243,2023-08-26,"[1, 10, 14, 17, 34]",7,,Revancha
244,2023-08-30,"[6, 15, 16, 18, 37]",9,,Revancha
245,2023-09-02,"[14, 16, 21, 27, 29]",5,,Revancha
246,2023-09-06,"[17, 27, 38, 41, 43]",5,,Revancha
247,2023-09-09,"[16, 31, 33, 36, 38]",5,,Revancha
248,2023-09-13,"[3, 21, 34, 36, 39]",15,,Revancha
249,2023-09-16,"[8, 33, 39, 41, 42]",1,,Revancha
250,2023-09-20,"[8, 9, 30, 37, 40]",10,,Revancha
251,2023-09-23,"[3, 13, 20, 30, 35]",14,,Revancha
252,2023-09-27,"[13, 14, 23, 25, 40]",11,,Revancha
253,2023-09-30,"[4, 8, 10, 15, 18]",8,,Revancha
254,2023-10-04,"[2, 3, 21, 27, 40]",9,,Revancha
255,2023-10-07,"[10, 14, 26, 32, 39]",11,,Revancha
256,2023-10-11,"[2, 7, 13, 25, 29]",10,,Revancha
257,2023-10-14,"[3, 6, 28, 35, 36]",5,,Revancha
258,2023-10-18,"[2, 5, 14, 30, 31]",14,,Revancha
259,2023-10-21,"[6, 10, 18, 35, 37]",13,,Revancha
260,2023-10-25,"[7, 10, 12, 27, 37]",15,,Revancha
261,2023-10-28,"[5, 8, 17, 27, 31]",16,,Revancha
262,2023-11-01,"[11, 14, 32, 34, 36]",8,,Revancha
263,2023-11-04,"[1, 4, 16, 26, 27]",14,,Revancha
264,2023-11-08,"[17, 18, 28, 34, 42]",12,,Revancha
265,2023-11-11,"[5, 8, 15, 35, 39]",12,,Revancha
266,2023-11-15,"[12, 16, 17, 28, 36]",13,,Revancha
267,2023-11-18,"[9, 14, 22, 38, 43]",14,,Revancha
268,2023-11-22,"[17, 30, 32, 35, 37]",9,,Revancha
269,2023-11-25,"[14, 18, 26, 37, 42]",7,,Revancha
270,2023-11-29,"[1, 10, 11, 23, 36]",4,,Revancha
271,2023-12-02,"[2, 27, 30, 34, 37]",14,,Revancha
272,2023-12-06,"[5, 15, 20, 29, 41]",6,,Revancha
273,2023-12-09,"[2, 18, 26, 33, 36]",1,,Revancha
274,2023-12-13,"[12, 18, 37, 40, 42]",1,,Revancha
275,2023-12-16,"[16, 19, 24, 27, 38]",8,,Revancha
276,2023-12-20,"[22, 30, 32, 39, 42]",7,,Revancha
277,2023-12-23,"[5, 11, 12, 33, 41]",4,,Revancha
278,2023-12-27,"[15, 23, 26, 35, 42]",3,,Revancha
279,2023-12-30,"[24, 28, 32, 35, 39]",16,,Revancha
280,2024-01-03,"[1, 3, 5, 14, 28]",8,,Revancha
281,2024-01-06,"[2, 10, 12, 17, 25]",12,,Revancha
282,2024-01-10,"[6, 8, 9, 13, 43]",11,,Revancha
283,2024-01-13,"[17, 21, 26, 29, 37]",4,,Revancha
284,2024-01-17,"[11, 29, 30, 36, 41]",2,,Revancha
285,2024-01-20,"[8, 16, 20, 27, 37]",4,,Revancha
286,2024-01-24,"[7, 10, 11, 13, 25]",1,,Revancha
287,2024-01-27,"[15, 24, 28, 29, 33]",13,,Revancha
288,2024-01-31,"[4, 8, 24, 34, 40]",5,,Revancha
289,2024-02-03,"[5, 10, 16, 29, 36]",13,,Revancha
290,2024-02-07,"[2, 4, 22, 29, 35]",16,,Revancha
291,2024-02-10,"[9, 14, 22, 24, 29]",1,,Revancha
292,2024-02-14,"[3, 16, 19, 37, 40]",7,,Revancha
293,2024-02-17,"[2, 4, 14, 21, 28]",7,,Revancha
294,2024-02-21,"[16, 22, 29, 30, 37]",2,,Revancha
295,2024-02-24,"[2, 5, 27, 28, 30]",4,,Revancha
296,2024-02-28,"[4, 26, 28, 29, 37]",1,,Revancha
297,2024-03-02,"[2, 9, 18, 26, 43]",13,,Revancha
298,2024-03-06,"[1, 5, 9, 13, 43]",16,,Revancha
299,2024-03-09,"[1, 14, 18, 21, 42]",12,,Revancha
300,2024-03-13,"[9, 19, 21, 24, 33]",15,,Revancha
301,2024-03-16,"[19, 21, 28, 29, 39]",9,,Revancha
302,2024-03-20,"[14, 16, 24, 27, 32]",16,,Revancha
303,2024-03-23,"[10, 14, 21, 32, 41]",8,,Revancha
304,2024-03-27,"[1, 8, 19, 34, 39]",3,,Revancha
305,2024-03-30,"[15, 18, 23, 30, 34]",1,,Revancha
306,2024-04-03,"[9, 11, 21, 24, 41]",6,,Revancha
307,2024-04-06,"[13, 17, 24, 41, 43]",10,,Revancha
308,2024-04-10,"[6, 30, 34, 36, 39]",14,,Revancha
309,2024-04-13,"[4, 10, 11, 30, 37]",13,,Revancha
310,2024-04-17,"[20, 30, 31, 40, 43]",9,,Revancha
311,2024-04-20,"[7, 9, 12, 37, 41]",7,,Revancha
312,2024-04-24,"[7, 9, 32, 34, 41]",10,,Revancha
313,2024-04-27,"[1, 2, 15, 21, 23]",13,,Revancha
314,2024-05-01,"[2, 4, 21, 24, 29]",2,,Revancha
315,2024-05-04,"[24, 29, 34, 35, 36]",14,,Revancha
316,2024-05-08,"[13, 24, 25, 33, 36]",15,,Revancha
317,2024-05-11,"[12, 23, 35, 38, 42]",1,,Revancha
318,2024-05-15,"[3, 4, 6, 15, 23]",10,,Revancha
319,2024-05-18,"[1, 10, 16, 27, 35]",13,,Revancha
320,2024-05-22,"[5, 11, 16, 17, 37]",13,,Revancha
321,2024-05-25,"[7, 12, 27, 28, 37]",16,,Revancha
322,2024-05-29,"[18, 19, 23, 25, 38]",14,,Revancha
323,2024-06-01,"[10, 26, 28, 29, 40]",15,,Revancha
324,2024-06-05,"[8, 18, 20, 28, 41]",4,,Revancha
325,2024-06-08,"[7, 25, 28, 39, 41]",7,,Revancha
326,2024-06-12,"[4, 9, 13, 14, 20]",12,,Revancha
327,2024-06-15,"[2, 13, 14, 30, 43]",3,,Revancha
328,2024-06-19,"[2, 11, 13, 24, 37]",11,,Revancha
329,2024-06-22,"[4, 15, 16, 20, 34]",4,,Revancha
330,2024-06-26,"[7, 11, 32, 40, 41]",9,,Revancha
331,2024-06-29,"[8, 19, 25, 28, 41]",2,,Revancha
332,2024-07-03,"[5, 7, 19, 22, 25]",5,,Revancha
333,2024-07-06,"[8, 10, 16, 30, 35]",11,,Revancha
334,2024-07-10,"[12, 15, 21, 26, 39]",9,,Revancha
335,2024-07-13,"[7, 15, 21, 29, 36]",8,,Revancha
336,2024-07-17,"[23, 24, 27, 29, 40]",9,,Revancha
337,2024-07-20,"[6, 11, 26, 27, 40]",7,,Revancha
338,2024-07-24,"[9, 12, 21, 30, 41]",2,,Revancha
339,2024-07-27,"[8, 12, 22, 25, 39]",11,,Revancha
340,2024-07-31,"[1, 4, 9, 33, 37]",15,,Revancha
341,2024-08-03,"[8, 14, 23, 28, 32]",13,,Revancha
342,2024-08-07,"[4, 17, 24, 29, 43]",5,,Revancha
343,2024-08-10,"[2, 4, 32, 39, 42]",3,,Revancha
344,2024-08-14,"[3, 22, 25, 33, 38]",12,,Revancha
345,2024-08-17,"[1, 22, 27, 31, 40]",11,,Revancha
346,2024-08-21,"[4, 13, 37, 39, 41]",15,,Revancha
347,2024-08-24,"[1, 13, 14, 15, 33]",1,,Revancha
348,2024-08-28,"[2, 4, 21, 32, 33]",13,,Revancha
349,2024-08-31,"[2, 4, 20, 22, 32]",11,,Revancha
350,2024-09-04,"[23, 25, 34, 42, 43]",4,,Revancha
351,2024-09-07,"[3, 5, 6, 36, 42]",1,,Revancha
352,2024-09-11,"[4, 12, 28, 32, 40]",10,,Revancha
353,2024-09-14,"[11, 13, 16, 28, 42]",4,,Revancha
354,2024-09-18,"[8, 9, 10, 16, 23]",3,,Revancha
355,2024-09-21,"[4, 27, 29, 37, 43]",4,,Revancha
356,2024-09-25,"[6, 15, 29, 32, 42]",12,,Revancha
357,2024-09-28,"[7, 14, 19, 20, 27]",16,,Revancha
358,2024-10-02,"[12, 20, 24, 34, 39]",7,,Revancha
359,2024-10-05,"[12, 13, 27, 32, 34]",6,,Revancha
360,2024-10-09,"[5, 7, 10, 25, 43]",16,,Revancha
361,2024-10-12,"[4, 5, 9, 18, 34]",16,,Revancha
362,2024-10-16,"[1, 16, 23, 33, 42]",5,,Revancha
363,2024-10-19,"[31, 32, 33, 39, 43]",14,,Revancha
364,2024-10-23,"[8, 14, 16, 26, 32]",9,,Revancha
365,2024-10-26,"[18, 20, 21, 26, 32]",3,,Revancha
366,2024-10-30,"[6, 25, 33, 42, 43]",10,,Revancha
367,2024-11-02,"[10, 24, 36, 40, 42]",11,,Revancha
368,2024-11-06,"[6, 15, 24, 28, 31]",10,,Revancha
369,2024-11-09,"[7, 20, 24, 33, 40]",6,,Revancha
370,2024-11-13,"[1, 5, 25, 29, 31]",12,,Revancha
371,2024-11-16,"[1, 23, 32, 36, 40]",13,,Revancha
372,2024-11-20,"[11, 12, 19, 21, 32]",3,,Revancha
373,2024-11-23,"[7, 13, 15, 33, 34]",8,,Revancha
374,2024-11-27,"[10, 21, 22, 36, 40]",14,,Revancha
375,2024-11-30,"[3, 12, 14, 19, 28]",9,,Revancha
376,2024-12-04,"[7, 10, 16, 31, 36]",10,,Revancha
377,2024-12-07,"[5, 10, 15, 21, 22]",12,,Revancha
378,2024-12-11,"[10, 12, 18, 22, 40]",4,,Revancha
379,2024-12-14,"[19, 25, 32, 34, 41]",9,,Revancha
380,2024-12-18,"[9, 10, 15, 26, 28]",2,,Revancha
381,2024-12-21,"[11, 13, 27, 28, 43]",15,,Revancha
382,2024-12-25,"[4, 19, 28, 32, 39]",13,,Revancha
383,2024-12-28,"[2, 4, 22, 24, 32]",10,,Revancha
384,2025-01-01,"[11, 16, 18, 37, 40]",16,,Revancha
385,2025-01-04,"[16, 34, 36, 37, 40]",12,,Revancha
386,2025-01-08,"[1, 5, 28, 36, 38]",5,,Revancha
387,2025-01-11,"[9, 15, 23, 28, 39]",7,,Revancha
388,2025-01-15,"[13, 22, 25, 32, 35]",10,,Revancha
389,2025-01-18,"[1, 6, 7, 20, 41]",2,,Revancha
390,2025-01-22,"[4, 15, 23, 27, 34]",13,,Revancha
391,2025-01-25,"[10, 26, 37, 40, 42]",5,,Revancha
392,2025-01-29,"[7, 12, 33, 36, 39]",10,,Revancha
393,2025-02-01,"[5, 6, 19, 32, 37]",16,,Revancha
394,2025-02-05,"[4, 7, 16, 18, 43]",2,,Revancha
395,2025-02-08,"[4, 10, 12, 27, 40]",9,,Revancha
396,2025-02-12,"[4, 5, 7, 25, 32]",4,,Revancha
397,2025-02-15,"[1, 13, 27, 35, 41]",10,,Revancha
398,2025-02-19,"[6, 8, 32, 35, 39]",3,,Revancha
399,2025-02-22,"[7, 12, 19, 33, 38]",8,,Revancha
400,2025-02-26,"[2, 8, 19, 21, 43]",9,,Revancha
401,2025-03-01,"[7, 21, 26, 32, 40]",12,,Revancha
402,2025-03-05,"[8, 14, 19, 37, 43]",6,,Revancha
403,2025-03-08,"[3, 5, 6, 33, 42]",4,,Revancha
404,2025-03-12,"[17, 20, 26, 27, 42]",1,,Revancha
405,2025-03-15,"[5, 10, 13, 31, 37]",16,,Revancha
406,2025-03-19,"[9, 15, 18, 28, 42]",11,,Revancha
407,2025-03-22,"[6, 10, 17, 21, 40]",16,,Revancha
408,2025-03-26,"[7, 13, 35, 37, 43]",2,,Revancha
409,2025-03-29,"[17, 25, 27, 28, 39]",3,,Revancha
410,2025-04-02,"[9, 13, 20, 23, 24]",10,,Revancha
