draw_id,date,numbers,superbalota,jackpot,game
32,2017-07-03,"[9, 18, 20, 30, 36]",2,6966000000,Baloto
33,2017-07-05,"[4, 13, 23, 30, 43]",12,7052000000,Baloto
34,2017-07-08,"[1, 4, 11, 29, 42]",11,7138000000,Baloto
35,2017-07-10,"[5, 8, 27, 36, 40]",13,7224000000,Baloto
36,2017-07-12,"[2, 26, 28, 32, 34]",9,7310000000,Baloto
37,2017-07-15,"[11, 14, 16, 39, 43]",3,7396000000,Baloto
38,2017-07-17,"[1, 4, 7, 38, 40]",3,7482000000,Baloto
39,2017-07-19,"[20, 26, 34, 38, 43]",12,7568000000,Baloto
40,2017-07-22,"[5, 9, 19, 21, 26]",13,7654000000,Baloto
41,2017-07-24,"[7, 25, 33, 35, 37]",1,7740000000,Baloto
42,2017-07-26,"[31, 33, 35, 37, 40]",9,7826000000,Baloto
43,2017-07-29,"[4, 5, 23, 42, 43]",9,7911999999,Baloto
44,2017-07-31,"[1, 15, 17, 21, 25]",3,7997999999,Baloto
45,2017-08-02,"[1, 8, 11, 13, 43]",2,8084000000,Baloto
46,2017-08-05,"[4, 10, 17, 37, 39]",15,8170000000,Baloto
47,2017-08-07,"[7, 13, 17, 35, 40]",1,8256000000,Baloto
48,2017-08-09,"[3, 4, 17, 21, 26]",10,8342000000,Baloto
49,2017-08-12,"[3, 11, 34, 39, 42]",2,8428000000,Baloto
50,2017-08-14,"[4, 28, 36, 42, 43]",9,8514000000,Baloto
51,2017-08-16,"[1, 9, 10, 17, 43]",14,8600000000,Baloto
52,2017-08-19,"[6, 14, 30, 33, 34]",12,8686000000,Baloto
53,2017-08-21,"[8, 12, 20, 26, 32]",10,8772000000,Baloto
54,2017-08-23,"[1, 14, 15, 19, 24]",14,8858000000,Baloto
55,2017-08-26,"[10, 11, 25, 26, 27]",14,8944000000,Baloto
56,2017-08-28,"[13, 16, 29, 32, 43]",2,9030000000,Baloto
57,2017-08-30,"[12, 23, 24, 37, 43]",4,9116000000,Baloto
58,2017-09-02,"[20, 22, 35, 39, 41]",2,9202000000,Baloto
59,2017-09-04,"[9, 12, 16, 33, 39]",16,9288000000,Baloto
60,2017-09-06,"[4, 6, 22, 30, 34]",8,9373999999,Baloto
61,2017-09-09,"[13, 25, 30, 32, 42]",7,9460000000,Baloto
62,2017-09-11,"[6, 19, 26, 37, 39]",14,9545999999,Baloto
63,2017-09-13,"[4, 10, 14, 16, 34]",4,9632000000,Baloto
64,2017-09-16,"[1, 7, 33, 37, 41]",8,9718000000,Baloto
65,2017-09-18,"[8, 9, 15, 27, 34]",1,9804000000,Baloto
66,2017-09-20,"[8, 30, 35, 38, 41]",1,9890000000,Baloto
67,2017-09-23,"[11, 31, 38, 40, 41]",4,9976000000,Baloto
68,2017-09-25,"[8, 22, 29, 35, 36]",2,10062000000,Baloto
69,2017-09-27,"[9, 13, 14, 29, 42]",8,10148000000,Baloto
70,2017-09-30,"[23, 32, 34, 38, 41]",2,10234000000,Baloto
71,2017-10-02,"[10, 18, 21, 23, 25]",9,10320000000,Baloto
72,2017-10-04,"[8, 13, 14, 27, 41]",3,10406000000,Baloto
73,2017-10-07,"[5, 11, 18, 19, 32]",14,10492000000,Baloto
74,2017-10-09,"[1, 2, 5, 21, 40]",9,10578000000,Baloto
75,2017-10-11,"[6, 7, 13, 32, 43]",16,10664000000,Baloto
76,2017-10-14,"[5, 14, 33, 35, 37]",12,10750000000,Baloto
77,2017-10-16,"[2, 4, 12, 23, 31]",3,10836000000,Baloto
78,2017-10-18,"[6, 9, 10, 35, 43]",9,10922000000,Baloto
79,2017-10-21,"[4, 19, 22, 24, 30]",11,11008000000,Baloto
80,2017-10-23,"[6, 13, 26, 31, 39]",1,11094000000,Baloto
81,2017-10-25,"[9, 23, 37, 39, 41]",13,11180000000,Baloto
82,2017-10-28,"[8, 9, 20, 39, 42]",5,11266000000,Baloto
83,2017-10-30,"[16, 23, 34, 35, 41]",7,11352000000,Baloto
84,2017-11-01,"[10, 12, 26, 33, 34]",14,11438000000,Baloto
85,2017-11-04,"[10, 17, 18, 23, 36]",13,11523999999,Baloto
86,2017-11-06,"[4, 10, 11, 20, 29]",4,11610000000,Baloto
87,2017-11-08,"[3, 10, 20, 35, 38]",11,11695999999,Baloto
88,2017-11-11,"[2, 22, 29, 32, 33]",5,11782000000,Baloto
89,2017-11-13,"[10, 23, 25, 29, 34]",1,11868000000,Baloto
90,2017-11-15,"[9, 16, 26, 31, 37]",7,11954000000,Baloto
91,2017-11-18,"[6, 17, 19, 20, 31]",16,12040000000,Baloto
92,2017-11-20,"[12, 29, 32, 34, 38]",15,12126000000,Baloto
93,2017-11-22,"[7, 19, 23, 39, 41]",9,12212000000,Baloto
94,2017-11-25,"[3, 24, 33, 35, 40]",11,12298000000,Baloto
95,2017-11-27,"[6, 16, 32, 35, 39]",10,12384000000,Baloto
96,2017-11-29,"[18, 26, 28, 31, 38]",4,12470000000,Baloto
97,2017-12-02,"[12, 16, 28, 40, 41]",15,12556000000,Baloto
98,2017-12-04,"[3, 12, 18, 28, 35]",15,12642000000,Baloto
99,2017-12-06,"[5, 7, 8, 11, 39]",7,12728000000,Baloto
100,2017-12-09,"[15, 18, 23, 32, 36]",14,12814000000,Baloto
101,2017-12-11,"[10, 26, 35, 40, 43]",10,12900000000,Baloto
102,2017-12-13,"[1, 21, 33, 36, 43]",5,12986000000,Baloto
103,2017-12-16,"[5, 17, 35, 41, 42]",9,13072000000,Baloto
104,2017-12-18,"[12, 20, 22, 33, 40]",10,13158000000,Baloto
105,2017-12-20,"[4, 25, 29, 35, 37]",12,13244000000,Baloto
106,2017-12-23,"[8, 9, 12, 16, 25]",5,13330000000,Baloto
107,2017-12-25,"[2, 8, 18, 30, 41]",13,13416000000,Baloto
108,2017-12-27,"[16, 20, 29, 31, 43]",3,13502000000,Baloto
109,2017-12-30,"[2, 8, 12, 14, 21]",16,13588000000,Baloto
110,2018-01-01,"[10, 13, 27, 34, 39]",3,13674000000,Baloto
111,2018-01-03,"[10, 19, 23, 35, 42]",10,13760000000,Baloto
112,2018-01-06,"[9, 21, 23, 34, 43]",16,13846000000,Baloto
113,2018-01-08,"[4, 10, 11, 17, 39]",15,13932000000,Baloto
114,2018-01-10,"[1, 2, 8, 20, 23]",13,14018000000,Baloto
115,2018-01-13,"[1, 3, 13, 27, 35]",1,14104000000,Baloto
116,2018-01-15,"[7, 9, 26, 27, 30]",14,14190000000,Baloto
117,2018-01-17,"[1, 3, 5, 18, 30]",14,14276000000,Baloto
118,2018-01-20,"[9, 12, 17, 27, 37]",8,14362000000,Baloto
119,2018-01-22,"[5, 11, 26, 28, 41]",5,14448000000,Baloto
120,2018-01-24,"[9, 17, 23, 29, 33]",6,14534000000,Baloto
121,2018-01-27,"[9, 11, 12, 25, 43]",8,14620000000,Baloto
122,2018-01-29,"[3, 4, 22, 26, 32]",16,14706000000,Baloto
123,2018-01-31,"[1, 14, 25, 27, 29]",8,14792000000,Baloto
124,2018-02-03,"[6, 15, 29, 34, 38]",7,14878000000,Baloto
125,2018-02-05,"[8, 10, 13, 19, 43]",1,14964000000,Baloto
126,2018-02-07,"[3, 4, 10, 14, 16]",1,15050000000,Baloto
127,2018-02-10,"[7, 9, 16, 20, 23]",3,15136000000,Baloto
128,2018-02-12,"[9, 23, 29, 31, 38]",8,15222000000,Baloto
129,2018-02-14,"[2, 17, 21, 27, 28]",16,15308000000,Baloto
130,2018-02-17,"[4, 21, 26, 34, 42]",3,15394000000,Baloto
131,2018-02-19,"[1, 5, 14, 28, 39]",11,15480000000,Baloto
132,2018-02-21,"[1, 2, 18, 22, 39]",6,15566000000,Baloto
133,2018-02-24,"[1, 8, 31, 33, 35]",15,15652000000,Baloto
134,2018-02-26,"[3, 6, 9, 13, 20]",8,15738000000,Baloto
135,2018-02-28,"[7, 14, 18, 19, 39]",10,15824000000,Baloto
136,2018-03-03,"[3, 16, 35, 37, 43]",1,15910000000,Baloto
137,2018-03-05,"[1, 10, 25, 40, 42]",3,15996000000,Baloto
138,2018-03-07,"[18, 26, 34, 42, 43]",1,16082000000,Baloto
139,2018-03-10,"[1, 10, 15, 23, 26]",7,16168000000,Baloto
140,2018-03-12,"[22, 23, 30, 37, 40]",12,16254000000,Baloto
141,2018-03-14,"[5, 34, 38, 40, 41]",10,16340000000,Baloto
142,2018-03-17,"[5, 6, 29, 32, 41]",2,16426000000,Baloto
143,2018-03-19,"[10, 14, 15, 23, 41]",5,16512000000,Baloto
144,2018-03-21,"[13, 19, 23, 34, 42]",11,16598000000,Baloto
145,2018-03-24,"[1, 2, 11, 14, 21]",1,16684000000,Baloto
146,2018-03-26,"[20, 21, 22, 30, 40]",4,16770000000,Baloto
147,2018-03-28,"[16, 20, 21, 25, 31]",13,16856000000,Baloto
148,2018-03-31,"[14, 16, 20, 24, 42]",1,16942000000,Baloto
149,2018-04-02,"[7, 16, 30, 33, 36]",16,17028000000,Baloto
150,2018-04-04,"[2, 12, 14, 28, 31]",2,17114000000,Baloto
151,2018-04-07,"[6, 26, 34, 37, 43]",3,17200000000,Baloto
152,2018-04-09,"[9, 10, 30, 41, 42]",9,17286000000,Baloto
153,2018-04-11,"[5, 10, 35, 38, 41]",1,17372000000,Baloto
154,2018-04-14,"[1, 10, 12, 13, 25]",2,17458000000,Baloto
155,2018-04-16,"[19, 32, 33, 36, 43]",5,17544000000,Baloto
156,2018-04-18,"[3, 8, 13, 15, 38]",8,17630000000,Baloto
157,2018-04-21,"[2, 5, 16, 27, 36]",8,17716000000,Baloto
158,2018-04-23,"[9, 10, 34, 37, 43]",12,17802000000,Baloto
159,2018-04-25,"[8, 11, 24, 35, 43]",7,17888000000,Baloto
160,2018-04-28,"[4, 11, 12, 20, 25]",10,17974000000,Baloto
161,2018-04-30,"[3, 23, 24, 38, 41]",2,18060000000,Baloto
162,2018-05-02,"[6, 15, 22, 37, 43]",15,18146000000,Baloto
163,2018-05-05,"[14, 20, 30, 34, 35]",16,18232000000,Baloto
164,2018-05-07,"[9, 24, 30, 40, 41]",13,18318000000,Baloto
165,2018-05-09,"[1, 9, 15, 30, 32]",5,18404000000,Baloto
166,2018-05-12,"[5, 16, 19, 39, 41]",5,18490000000,Baloto
167,2018-05-14,"[1, 3, 7, 26, 41]",9,18576000000,Baloto
168,2018-05-16,"[3, 28, 33, 39, 42]",15,18662000000,Baloto
169,2018-05-19,"[9, 12, 21, 42, 43]",14,18747999999,Baloto
170,2018-05-21,"[1, 6, 20, 23, 40]",4,18834000000,Baloto
171,2018-05-23,"[15, 17, 22, 32, 39]",13,18920000000,Baloto
172,2018-05-26,"[6, 24, 26, 28, 43]",13,19006000000,Baloto
173,2018-05-28,"[11, 18, 29, 36, 39]",13,19091999999,Baloto
174,2018-05-30,"[1, 6, 7, 8, 28]",5,19178000000,Baloto
175,2018-06-02,"[12, 23, 26, 37, 42]",10,19264000000,Baloto
176,2018-06-04,"[11, 12, 22, 36, 39]",7,19350000000,Baloto
177,2018-06-06,"[1, 10, 12, 29, 31]",3,19436000000,Baloto
178,2018-06-09,"[4, 5, 8, 40, 42]",14,19522000000,Baloto
179,2018-06-11,"[3, 13, 21, 22, 23]",10,19608000000,Baloto
180,2018-06-13,"[9, 11, 21, 23, 35]",3,19694000000,Baloto
181,2018-06-16,"[1, 5, 15, 19, 28]",8,19780000000,Baloto
182,2018-06-18,"[14, 17, 19, 27, 31]",13,19866000000,Baloto
183,2018-06-20,"[9, 14, 30, 31, 33]",16,19952000000,Baloto
184,2018-06-23,"[8, 12, 13, 31, 40]",11,20038000000,Baloto
185,2018-06-25,"[8, 11, 14, 22, 27]",16,20124000000,Baloto
186,2018-06-27,"[5, 12, 23, 40, 41]",7,20210000000,Baloto
187,2018-06-30,"[3, 6, 15, 18, 39]",3,20296000000,Baloto
188,2018-07-02,"[5, 7, 26, 29, 38]",10,20382000000,Baloto
189,2018-07-04,"[14, 25, 27, 38, 39]",8,20468000000,Baloto
190,2018-07-07,"[6, 8, 23, 30, 35]",3,20554000000,Baloto
191,2018-07-09,"[3, 23, 27, 41, 43]",2,20640000000,Baloto
192,2018-07-11,"[7, 11, 17, 24, 30]",3,20726000000,Baloto
193,2018-07-14,"[8, 16, 26, 27, 42]",14,20812000000,Baloto
194,2018-07-16,"[3, 4, 6, 14, 40]",12,20897999999,Baloto
195,2018-07-18,"[4, 5, 22, 35, 36]",10,20984000000,Baloto
196,2018-07-21,"[10, 14, 17, 21, 33]",12,21070000000,Baloto
197,2018-07-23,"[12, 27, 33, 36, 38]",2,21156000000,Baloto
198,2018-07-25,"[12, 15, 18, 20, 38]",9,21241999999,Baloto
199,2018-07-28,"[6, 17, 23, 24, 38]",16,21328000000,Baloto
200,2018-07-30,"[6, 8, 12, 38, 43]",1,21414000000,Baloto
201,2018-08-01,"[13, 14, 15, 23, 31]",5,21500000000,Baloto
202,2018-08-04,"[11, 18, 28, 35, 37]",3,21586000000,Baloto
203,2018-08-06,"[1, 3, 10, 16, 21]",11,21672000000,Baloto
204,2018-08-08,"[6, 27, 31, 32, 33]",2,21758000000,Baloto
205,2018-08-11,"[4, 13, 31, 33, 42]",12,21844000000,Baloto
206,2018-08-13,"[1, 11, 13, 21, 35]",12,21930000000,Baloto
207,2018-08-15,"[17, 21, 28, 33, 38]",11,22016000000,Baloto
208,2018-08-18,"[4, 16, 17, 26, 27]",3,22102000000,Baloto
209,2018-08-20,"[18, 19, 21, 38, 40]",10,22188000000,Baloto
210,2018-08-22,"[15, 28, 31, 34, 42]",9,22274000000,Baloto
211,2018-08-25,"[4, 26, 32, 33, 41]",5,22360000000,Baloto
212,2018-08-27,"[3, 5, 15, 25, 36]",6,22446000000,Baloto
213,2018-08-29,"[3, 13, 24, 34, 39]",7,22532000000,Baloto
214,2018-09-01,"[19, 24, 28, 31, 43]",6,22618000000,Baloto
215,2018-09-03,"[6, 19, 23, 35, 43]",11,22704000000,Baloto
216,2018-09-05,"[3, 12, 15, 18, 38]",12,22790000000,Baloto
217,2018-09-08,"[8, 12, 15, 30, 36]",14,22876000000,Baloto
218,2018-09-10,"[4, 6, 7, 30, 34]",9,22962000000,Baloto
219,2018-09-12,"[5, 13, 17, 31, 35]",2,23048000000,Baloto
220,2018-09-15,"[1, 5, 17, 28, 33]",8,23134000000,Baloto
221,2018-09-17,"[7, 9, 10, 26, 32]",4,23220000000,Baloto
222,2018-09-19,"[5, 11, 15, 16, 25]",5,23306000000,Baloto
223,2018-09-22,"[6, 21, 23, 36, 41]",9,23392000000,Baloto
224,2018-09-24,"[10, 11, 24, 31, 38]",2,23478000000,Baloto
225,2018-09-26,"[6, 8, 12, 35, 38]",5,23564000000,Baloto
226,2018-09-29,"[7, 15, 21, 34, 41]",4,23650000000,Baloto
227,2018-10-01,"[1, 2, 12, 29, 32]",9,23736000000,Baloto
228,2018-10-03,"[7, 16, 17, 20, 39]",10,23822000000,Baloto
229,2018-10-06,"[1, 2, 10, 24, 39]",9,23908000000,Baloto
230,2018-10-08,"[6, 7, 25, 34, 42]",11,23994000000,Baloto
231,2018-10-10,"[3, 4, 16, 21, 24]",1,24080000000,Baloto
232,2018-10-13,"[4, 6, 8, 30, 40]",16,24166000000,Baloto
233,2018-10-15,"[7, 14, 29, 31, 43]",8,24252000000,Baloto
234,2018-10-17,"[13, 21, 22, 37, 39]",16,24338000000,Baloto
235,2018-10-20,"[3, 16, 29, 38, 42]",4,24424000000,Baloto
236,2018-10-22,"[5, 32, 34, 36, 37]",15,24510000000,Baloto
237,2018-10-24,"[8, 10, 25, 39, 43]",8,24596000000,Baloto
238,2018-10-27,"[5, 7, 11, 16, 34]",16,24682000000,Baloto
239,2018-10-29,"[18, 21, 27, 32, 35]",6,24768000000,Baloto
240,2018-10-31,"[12, 20, 26, 32, 36]",11,24854000000,Baloto
241,2018-11-03,"[3, 8, 12, 19, 42]",15,24940000000,Baloto
242,2018-11-05,"[7, 13, 16, 36, 43]",11,25026000000,Baloto
243,2018-11-07,"[2, 5, 8, 26, 37]",3,25112000000,Baloto
244,2018-11-10,"[7, 14, 24, 32, 34]",8,25198000000,Baloto
245,2018-11-12,"[5, 8, 21, 41, 43]",3,25284000000,Baloto
246,2018-11-14,"[6, 9, 28, 32, 33]",1,25370000000,Baloto
247,2018-11-17,"[2, 10, 12, 13, 15]",9,25456000000,Baloto
248,2018-11-19,"[4, 11, 23, 28, 36]",13,25542000000,Baloto
249,2018-11-21,"[11, 17, 27, 34, 36]",10,25628000000,Baloto
250,2018-11-24,"[12, 23, 26, 28, 41]",4,25714000000,Baloto
251,2018-11-26,"[9, 34, 35, 39, 40]",1,25800000000,Baloto
252,2018-11-28,"[4, 11, 27, 30, 35]",12,25886000000,Baloto
253,2018-12-01,"[10, 16, 30, 31, 38]",1,25972000000,Baloto
254,2018-12-03,"[3, 15, 19, 20, 35]",1,26058000000,Baloto
255,2018-12-05,"[2, 14, 28, 32, 43]",4,26144000000,Baloto
256,2018-12-08,"[15, 17, 33, 36, 40]",2,26230000000,Baloto
257,2018-12-10,"[3, 7, 17, 35, 36]",8,26316000000,Baloto
258,2018-12-12,"[11, 15, 18, 25, 34]",11,26402000000,Baloto
259,2018-12-15,"[11, 25, 32, 38, 41]",2,26488000000,Baloto
260,2018-12-17,"[10, 19, 26, 33, 37]",12,26574000000,Baloto
261,2018-12-19,"[1, 5, 22, 24, 33]",13,26660000000,Baloto
262,2018-12-22,"[2, 4, 5, 22, 31]",11,26746000000,Baloto
263,2018-12-24,"[2, 23, 25, 34, 39]",7,26832000000,Baloto
264,2018-12-26,"[6, 8, 13, 17, 22]",11,26918000000,Baloto
265,2018-12-29,"[6, 14, 15, 23, 24]",2,27004000000,Baloto
266,2018-12-31,"[1, 15, 18, 24, 42]",1,27090000000,Baloto
267,2019-01-02,"[3, 10, 17, 18, 32]",2,27176000000,Baloto
268,2019-01-05,"[5, 7, 14, 30, 40]",8,27262000000,Baloto
269,2019-01-07,"[5, 6, 8, 12, 25]",14,27348000000,Baloto
270,2019-01-09,"[12, 14, 25, 31, 39]",7,27434000000,Baloto
271,2019-01-12,"[3, 9, 17, 22, 38]",8,27520000000,Baloto
272,2019-01-14,"[8, 9, 15, 19, 31]",3,27606000000,Baloto
273,2019-01-16,"[1, 8, 12, 14, 39]",8,27692000000,Baloto
274,2019-01-19,"[24, 25, 28, 32, 34]",13,27778000000,Baloto
275,2019-01-21,"[4, 14, 17, 19, 40]",3,27864000000,Baloto
276,2019-01-23,"[17, 33, 34, 42, 43]",12,27950000000,Baloto
277,2019-01-26,"[11, 18, 30, 36, 38]",3,28036000000,Baloto
278,2019-01-28,"[1, 3, 15, 29, 35]",13,28122000000,Baloto
279,2019-01-30,"[2, 10, 25, 31, 42]",4,28208000000,Baloto
280,2019-02-02,"[2, 4, 29, 32, 40]",8,28294000000,Baloto
281,2019-02-04,"[3, 6, 10, 34, 42]",3,28380000000,Baloto
282,2019-02-06,"[4, 9, 20, 26, 37]",5,28466000000,Baloto
283,2019-02-09,"[2, 9, 19, 22, 42]",5,28552000000,Baloto
284,2019-02-11,"[8, 10, 27, 36, 37]",4,28638000000,Baloto
285,2019-02-13,"[7, 21, 27, 40, 41]",4,28724000000,Baloto
286,2019-02-16,"[6, 21, 30, 36, 38]",16,28810000000,Baloto
287,2019-02-18,"[9, 13, 28, 33, 37]",5,28896000000,Baloto
288,2019-02-20,"[4, 14, 19, 27, 30]",12,28982000000,Baloto
289,2019-02-23,"[1, 6, 15, 22, 26]",16,29068000000,Baloto
290,2019-02-25,"[12, 30, 31, 38, 39]",9,29154000000,Baloto
291,2019-02-27,"[3, 9, 13, 38, 42]",16,29240000000,Baloto
292,2019-03-02,"[4, 18, 19, 30, 35]",1,29326000000,Baloto
293,2019-03-04,"[1, 11, 15, 31, 37]",8,29412000000,Baloto
294,2019-03-06,"[24, 26, 33, 38, 43]",12,29498000000,Baloto
295,2019-03-09,"[3, 18, 22, 33, 34]",7,29584000000,Baloto
296,2019-03-11,"[11, 12, 18, 24, 32]",5,29670000000,Baloto
297,2019-03-13,"[6, 18, 24, 25, 34]",7,29756000000,Baloto
298,2019-03-16,"[4, 8, 26, 35, 40]",4,29842000000,Baloto
299,2019-03-18,"[11, 14, 15, 23, 33]",8,29928000000,Baloto
300,2019-03-20,"[4, 10, 19, 30, 41]",6,30014000000,Baloto
301,2019-03-23,"[11, 20, 31, 34, 42]",7,30100000000,Baloto
302,2019-03-25,"[7, 9, 21, 22, 41]",2,30186000000,Baloto
303,2019-03-27,"[16, 23, 29, 32, 43]",3,30272000000,Baloto
304,2019-03-30,"[19, 23, 37, 38, 39]",10,30358000000,Baloto
305,2019-04-01,"[2, 5, 14, 20, 39]",6,30444000000,Baloto
306,2019-04-03,"[4, 7, 13, 16, 43]",4,30530000000,Baloto
307,2019-04-06,"[2, 7, 11, 20, 22]",7,30616000000,Baloto
308,2019-04-08,"[12, 15, 19, 21, 29]",14,30702000000,Baloto
309,2019-04-10,"[14, 18, 30, 41, 42]",10,30788000000,Baloto
310,2019-04-13,"[2, 4, 17, 28, 30]",3,30874000000,Baloto
311,2019-04-15,"[11, 18, 26, 32, 37]",12,30960000000,Baloto
312,2019-04-17,"[19, 25, 26, 27, 32]",4,31046000000,Baloto
313,2019-04-20,"[2, 17, 25, 27, 36]",4,31132000000,Baloto
314,2019-04-22,"[8, 22, 23, 36, 39]",16,31218000000,Baloto
315,2019-04-24,"[15, 17, 21, 42, 43]",5,31304000000,Baloto
316,2019-04-27,"[7, 9, 16, 24, 25]",13,31390000000,Baloto
317,2019-04-29,"[8, 15, 25, 28, 32]",11,31476000000,Baloto
318,2019-05-01,"[12, 25, 27, 29, 43]",12,31562000000,Baloto
319,2019-05-04,"[13, 20, 22, 31, 32]",3,31648000000,Baloto
320,2019-05-06,"[6, 9, 12, 16, 19]",15,31734000000,Baloto
321,2019-05-08,"[1, 3, 25, 31, 32]",6,31820000000,Baloto
322,2019-05-11,"[1, 15, 17, 22, 35]",1,31906000000,Baloto
323,2019-05-13,"[22, 28, 33, 40, 43]",2,31992000000,Baloto
324,2019-05-15,"[26, 28, 31, 39, 42]",8,32078000000,Baloto
325,2019-05-18,"[13, 14, 17, 28, 36]",6,32164000000,Baloto
326,2019-05-20,"[3, 23, 25, 34, 38]",10,32250000000,Baloto
327,2019-05-22,"[3, 9, 26, 29, 40]",9,32336000000,Baloto
328,2019-05-25,"[4, 11, 28, 30, 33]",7,32422000000,Baloto
329,2019-05-27,"[3, 6, 9, 19, 28]",11,32508000000,Baloto
330,2019-05-29,"[8, 14, 32, 33, 40]",8,32594000000,Baloto
331,2019-06-01,"[1, 3, 13, 24, 33]",7,32680000000,Baloto
332,2019-06-03,"[10, 18, 24, 38, 39]",14,32766000000,Baloto
333,2019-06-05,"[12, 26, 32, 37, 39]",1,32852000000,Baloto
334,2019-06-08,"[4, 5, 6, 12, 29]",12,32938000000,Baloto
335,2019-06-10,"[1, 3, 6, 15, 21]",6,33024000000,Baloto
336,2019-06-12,"[4, 10, 23, 26, 32]",6,33110000000,Baloto
337,2019-06-15,"[2, 6, 33, 37, 42]",6,33196000000,Baloto
338,2019-06-17,"[25, 31, 32, 36, 42]",1,33282000000,Baloto
339,2019-06-19,"[3, 15, 17, 28, 35]",4,33368000000,Baloto
340,2019-06-22,"[2, 11, 14, 38, 43]",6,33454000000,Baloto
341,2019-06-24,"[29, 30, 38, 40, 41]",5,33540000000,Baloto
342,2019-06-26,"[3, 5, 7, 11, 33]",4,33626000000,Baloto
343,2019-06-29,"[17, 18, 28, 33, 38]",10,33712000000,Baloto
344,2019-07-01,"[3, 16, 23, 25, 34]",4,33798000000,Baloto
345,2019-07-03,"[1, 3, 32, 41, 43]",8,33884000000,Baloto
346,2019-07-06,"[4, 17, 26, 28, 37]",14,33970000000,Baloto
347,2019-07-08,"[4, 9, 20, 23, 25]",9,34056000000,Baloto
348,2019-07-10,"[10, 17, 30, 34, 40]",5,34142000000,Baloto
349,2019-07-13,"[10, 25, 27, 40, 43]",15,34228000000,Baloto
350,2019-07-15,"[11, 15, 23, 36, 42]",13,34314000000,Baloto
351,2019-07-17,"[6, 7, 18, 25, 34]",10,34400000000,Baloto
352,2019-07-20,"[6, 21, 26, 29, 43]",12,34486000000,Baloto
353,2019-07-22,"[5, 28, 33, 34, 35]",6,34572000000,Baloto
354,2019-07-24,"[13, 19, 33, 35, 38]",14,34658000000,Baloto
355,2019-07-27,"[6, 12, 33, 35, 37]",16,34744000000,Baloto
356,2019-07-29,"[4, 11, 15, 35, 37]",5,34830000000,Baloto
357,2019-07-31,"[17, 19, 32, 40, 42]",6,34916000000,Baloto
358,2019-08-03,"[7, 15, 24, 36, 38]",5,35002000000,Baloto
359,2019-08-05,"[4, 18, 25, 31, 32]",4,35088000000,Baloto
360,2019-08-07,"[1, 8, 9, 29, 41]",3,35174000000,Baloto
361,2019-08-10,"[3, 11, 16, 31, 40]",7,35260000000,Baloto
362,2019-08-12,"[22, 28, 37, 42, 43]",3,35345999999,Baloto
363,2019-08-14,"[3, 8, 12, 21, 23]",4,35432000000,Baloto
364,2019-08-17,"[2, 10, 11, 13, 17]",15,35518000000,Baloto
365,2019-08-19,"[8, 12, 14, 16, 19]",12,35604000000,Baloto
366,2019-08-21,"[3, 9, 21, 23, 35]",5,35690000000,Baloto
367,2019-08-24,"[10, 16, 18, 24, 25]",4,35776000000,Baloto
